,roc2 - RSI4,RSI2 % atr15,lag_ema21_2 - RSI4,lag_ema21_3 - RSI4,Adj Close % decaylinear9,lag_ema21_4 - RSI4,lag_ema21_5 - RSI4,lag_ema21_6 - RSI4,lag_9 - RSI4,lag_ema21_7 - RSI4,lag_ema21_8 - RSI4,lag_ema21_9 - RSI4,lag_ema21_10 - RSI4,atr9 - RSI4,Target
24,-22.520722955647106,0.2396997274412671,-23.914058914765835,-23.92060067927331,0.0,-23.92687783425707,-23.9331140008776,-23.942506285411586,-24.06811657490428,-23.95076327803496,-23.956128305622894,-23.959455291231443,-23.96025278847428,-22.165190462260504,0
25,-38.92753237269609,0.1646732972722304,-40.395616384369326,-40.40185423073645,0.0,-40.40805134541648,-40.41738481386052,-40.4255900997858,-40.50261835039724,-40.43092153065464,-40.43422768211106,-40.43502018528995,-40.43636627585664,-38.64208288626756,1
26,-62.75853217344405,0.1036840507833802,-68.86881608359695,-68.87500180604914,0.0,-68.8843181166698,-68.89250831872275,-68.89782994876033,-68.933800299133,-68.90113002248016,-68.90192106879125,-68.90326468482404,-68.90541735281266,-67.08543244038962,1
27,-72.51044185616925,1.3866403153966764,-86.70562167560648,-86.71499883318076,0.0,-86.72324252731491,-86.72859891413437,-86.73192054138978,-86.69665705865513,-86.7327167542051,-86.73406914570124,-86.73623587325642,-86.7378226765455,-84.85901966772809,1
28,-77.52735492389996,1.3167265454820214,-87.19822993411543,-87.20652561767314,0.0,-87.21191578491415,-87.21525836024011,-87.21605959442627,-87.17761505092768,-87.2174205148723,-87.2196009070437,-87.22119771761679,-87.2227074050769,-85.30987637776333,1
29,-87.00808895687834,0.0747599285277649,-88.07855649737691,-88.0839806490342,0.0,-88.08734429893286,-88.08815058481312,-88.08952008571407,-88.05019398551612,-88.09171422502018,-88.09332110330969,-88.0948403091845,-88.09703363894714,-86.19562080253809,1
30,-87.80297909756186,1.318311742812761,-92.49889845510764,-92.50229435172773,0.0,-92.50310836732923,-92.50449099739504,-92.50670617152971,-92.44334443173292,-92.50832845467946,-92.50986222491444,-92.5120765817447,-92.51231135880096,-90.59359167722782,1
31,-87.04696489497755,1.8636773759193348,-90.94480365766246,-90.94562459211404,0.0,-90.9470189740554,-90.94925297640124,-90.95088904839456,-90.87479161362316,-90.95243585514407,-90.95466903323867,-90.9549058058184,-90.95639575959444,-89.03271967048423,0
32,-69.26339320607131,0.6187386570649025,-66.99798688463463,-66.99938901009067,12.932251930236816,-67.00163541867141,-67.00328057637296,-67.00483597310806,-66.96997434896753,-67.00708155286019,-67.00731964032495,-67.00881786836112,-67.00889760030508,-65.09311844681534,0
33,-56.820721300632144,1.7005410963658778,-53.0874617157002,-53.0897158871504,12.721281051635742,-53.0913667299907,-53.09292750167937,-53.0951808414368,-53.06379782638163,-53.09541975165568,-53.09692315708868,-53.09700316456073,-53.09816629924597,-51.2074839889362,0
34,-41.72733161126322,1.177011098495413,-37.69201448355582,-37.69366669499894,12.409920692443848,-37.69522876061848,-37.6974839684684,-37.697723076751686,-37.70387607093062,-37.699227728557055,-37.69930780235793,-37.70047190131993,-37.70139979459824,-35.83787615492578,0
35,-45.6365178987669,1.536440594082638,-43.89218232482627,-43.8937465931502,0.0,-43.896004981120186,-43.89624442657552,-43.897751200124745,-43.89533552449606,-43.89783138683951,-43.89899712732402,-43.89992632904583,-43.90459378160383,-42.023820715925176,1
36,-48.234207491737166,1.2174168702335049,-48.87860542300172,-48.87884580927189,0.0,-48.88035850314611,-48.88043900492575,-48.88160932576843,-48.94450458785296,-48.88254217845436,-48.88722797008931,-48.89428514771722,-48.90036566166647,-47.040267116774665,0
37,-60.60754603178222,0.0719642256308983,-61.59942116449342,-61.59950197640298,0.0,-61.60067680586054,-61.60161325232463,-61.60631709578697,-61.65196576718208,-61.61340146091324,-61.61950539980256,-61.62461935930821,-61.630746411042246,-59.78655329579264,1
38,-54.86716280151669,1.059707348349705,-54.308174571026505,-54.30911266838606,0.0,-54.31382480442474,-54.3209216588354,-54.3270363585801,-54.4121467706528,-54.33215933367056,-54.33829718700645,-54.34693503291499,-54.3536520530945,-52.517884330610784,1
39,-53.996905150406285,0.8245635061952183,-53.791305426351,-53.79841121881812,0.0,-53.80453361965522,-53.8096630468212,-53.81580863041004,-53.89891459972996,-53.8244573551601,-53.83118283501796,-53.83884782360576,-53.84582462483234,-52.01839538438372,1
40,-50.80706385625968,0.2509595118279293,-51.89031214722806,-51.896440304113234,0.0,-51.901574553771255,-51.9077259152037,-51.91638277115534,-51.99410226739268,-51.92311457405319,-51.9307867689713,-51.93777012952066,-51.94402992417,-50.1200835221712,0
41,-76.0073009109663,0.8578502653194748,-80.11376122491696,-80.11891983614974,0.0,-80.12510038526517,-80.13379831725663,-80.14056206198251,-80.17858273162612,-80.1482706608082,-80.15528715680506,-80.16157665364372,-80.16890553085052,-78.31514630856753,1
42,-80.03621040472771,1.2621141450169229,-87.46811147297439,-87.47433650756358,0.0,-87.48309704428777,-87.48990947212947,-87.49767355480691,-87.52419887011625,-87.50474055313663,-87.5110753196174,-87.51845694756992,-87.52678930544114,-85.64586355919394,1
43,-81.00638906614314,1.7189596948457968,-83.79755340624827,-83.80636861092376,0.0,-83.81322355002764,-83.82103608253267,-83.8281471807084,-83.87335808772538,-83.83452147772441,-83.84194916889086,-83.85033352276973,-83.86132606446027,-81.98006211454702,0
44,-77.95468966304107,1.2092937091798217,-77.31194848230376,-77.31883944850824,0.0,-77.32669304088122,-77.33384151243774,-77.34024931047198,-77.42142791876444,-77.34771603891839,-77.3561444579532,-77.3671947724991,-77.37701759577126,-75.50028011583404,0
45,-82.87323014412158,0.4513040634259202,-84.14237676826271,-84.15028012651041,0.0,-84.15747389580115,-84.1639222981422,-84.17143634102192,-84.23666930044752,-84.17991816843674,-84.19103850553324,-84.20092357310958,-84.21236848126132,-82.31864574904564,1
46,-86.24686610159222,1.485749378495381,-91.361181402595,-91.3684399009027,0.0,-91.37494632550266,-91.38252797919796,-91.3910861254838,-91.45212545456772,-91.402306522571,-91.41228053527205,-91.42382842388142,-91.43272979190934,-89.50921394846443,1
47,-73.95243523014915,0.904300687851196,-76.24790112129064,-76.25445339232446,13.966721534729004,-76.26208846887583,-76.27070691870959,-76.28200637845022,-76.33490474531504,-76.29205067136533,-76.30367993024241,-76.31264402027293,-76.31966442461628,-74.3798947128127,0
48,-81.87377717917644,1.3967030695873968,-82.58087993347556,-82.58857682113695,0.0,-82.59726504315275,-82.60865597966439,-82.61878158792591,-82.6432064646977,-82.63050499352113,-82.63954165392491,-82.64661889319093,-82.65157149205035,-80.70353223486207,1
49,-81.0876415555025,0.9093850153219644,-83.01287117278552,-83.02162389201928,0.0,-83.0330993894127,-83.04330016536235,-83.05511059993134,-83.05894437950077,-83.06421434419353,-83.07134412150964,-83.07633348610173,-83.07963985872242,-81.1403679994949,1
50,-82.8733014137706,1.0344735438657395,-83.0150801186941,-83.02663248961643,0.0,-83.03690159982801,-83.04879115164587,-83.0579558812339,-83.04608186820965,-83.06513342041372,-83.07015620839915,-83.0734847301714,-83.07489039448386,-81.14314774457365,0
51,-87.88377956085861,1.6333539924310487,-89.77930366154649,-89.78965356276974,0.0,-89.8016366542322,-89.81087348624779,-89.81810749386933,-89.77030189397722,-89.82316979804598,-89.82652450657014,-89.82794122978054,-89.82776844699751,-87.8893924387282,1
52,-89.5710648362761,0.7874260020107355,-93.40576120690253,-93.41785166984114,0.0,-93.42717126616606,-93.43447009229286,-93.43957775597242,-93.3588946763569,-93.44296252351828,-93.44439194092055,-93.44421760996087,-93.44534285439816,-91.49750816752412,1
53,-90.82047484430664,1.324837162054868,-96.67149936459332,-96.68092974510849,0.0,-96.68831533406428,-96.69348371371966,-96.69690871677771,-96.60034613634372,-96.69835512599424,-96.69817872272225,-96.6993173431996,-96.69992348220843,-94.72012366335412,1
54,-92.79560119086052,0.5570349672677113,-96.6705943415164,-96.67805880577129,0.0,-96.68328238176828,-96.68674396256472,-96.68820581888508,-96.59519153659136,-96.6880275316928,-96.68917831220656,-96.68979092455096,-96.6905086921212,-94.7050687183583,0
55,-95.11301710951057,0.7182025337823479,-98.02877842184868,-98.03406739516257,0.0,-98.03757231372158,-98.03905247196406,-98.0388719526794,-97.92952164437835,-98.04003714055663,-98.04065742259009,-98.04138417635546,-98.04177164734772,-96.0278891563142,1
56,-75.06304122837652,0.5966317610944827,-76.46729163715055,-76.47083070923924,15.559101104736328,-76.47232529082068,-76.47214301247357,-76.47331955447444,-76.38484063166965,-76.47394588081976,-76.47467971640626,-76.47507096309309,-76.47244939817426,-74.47224412420094,0
57,-65.49701482573315,1.9401885873513,-62.970751325873536,-62.972257401165706,15.390081405639648,-62.97207372105196,-62.973259310958674,-62.97389045391214,-62.8675805126183,-62.97462993288008,-62.975024188352975,-62.97238246293625,-62.96985658544872,-60.95647316255446,0
58,-49.8140952975877,1.233320721118048,-47.18915140398229,-47.18896673003065,15.149889945983888,-47.19015873480807,-47.1907932926864,-47.19153677275281,-47.10553300014481,-47.1919331614236,-47.1892771424245,-47.18673759817292,-47.18249048815305,-45.17174874831863,0
59,-39.6199885171589,1.1392456629949272,-36.73114725642825,-36.73234355061966,14.94528102874756,-36.73298039194642,-36.73372654741637,-36.73412436248673,-36.64229414678182,-36.73145878583714,-36.72891010306796,-36.72464770987686,-36.71964866337152,-34.714989543572734,0
60,-29.440813803199816,0.0395811514263853,-26.270946321705555,-26.27158413229593,14.66950511932373,-26.2723314234041,-26.27272984394345,-26.270060210323383,-26.189104017480705,-26.26750764849458,-26.263238768000495,-26.25823211301611,-26.25241402740867,-24.259117435023796,0
61,-23.073096472409187,0.0108149344518624,-19.56301345818113,-19.563760610602436,14.420414924621582,-19.56415895720045,-19.56148981902737,-19.558937730918643,-19.483776160654205,-19.55466964266958,-19.54966391685093,-19.54384691099949,-19.540793069678493,-17.55038289481529,0
62,-38.206475421306536,1.0857459973217043,-37.99192899547905,-37.9923278198258,0.0,-37.98965548047723,-37.98710033157459,-37.982827124482455,-37.92470154131552,-37.97781539515042,-37.97199141279373,-37.96893390891151,-37.96607933433103,-35.95982820211809,1
63,-33.5060427866386,1.794193276350737,-34.51821480137883,-34.51554075476643,0.0,-34.512983973468806,-34.5087080363746,-34.50369310522454,-34.45574930939071,-34.497865402129875,-34.494805944915704,-34.49194954664768,-34.48910131528685,-32.472922393032434,0
64,-37.68526850375848,1.3277135964861095,-37.37717139290932,-37.37461269635977,0.0,-37.370333556216174,-37.3653148684458,-37.35948279989383,-37.31339202438564,-37.35642105087968,-37.35356251292051,-37.350712147986265,-37.34726969889568,-35.34599345368093,1
65,-34.1925766965748,0.3918628325392372,-34.06439711848254,-34.06011626866133,0.0,-34.05509557573623,-34.04926117705327,-34.04619820475511,-33.99702670198799,-34.04333852470239,-34.04048702094003,-34.03704319646141,-34.0337115788077,-32.048613840787446,0
66,-18.59458374573616,1.7498538583110874,-14.968141021917711,-14.963133734097411,14.064849853515623,-14.957314913090086,-14.95426011883931,-14.951408074049573,-14.935942003088265,-14.94856418371973,-14.945129554152802,-14.941806831821804,-14.93864657842868,-12.980564596517112,0
67,-18.01780522421644,1.5291357763523807,-14.562396553577123,-14.556592549521614,0.0,-14.553545533949572,-14.550700751560615,-14.54786410286717,-14.53257685036375,-14.544438219185489,-14.54112395778096,-14.537971751606024,-14.535574429499226,-12.585200843006358,0
68,-11.33972539128011,1.1427737236145643,-9.037444749599995,-9.034410654867504,13.742549896240234,-9.03157793575028,-9.028753315837706,-9.025341959582068,-9.036998537775585,-9.022041752270418,-9.018902912994752,-9.01651575670876,-9.014760056205027,-7.081308216138465,0
69,-10.433424243128758,0.6513949738953674,-7.046717841607308,-7.043899140897964,13.572446823120115,-7.041088499312367,-7.037694024992935,-7.034410149569578,-7.061389266554507,-7.031286843612758,-7.028911500757294,-7.0271644887697065,-7.024057801017662,-5.111227715406919,0
70,-7.932552443362051,0.3339618410324411,-5.320875831415167,-5.318081260822348,13.38443660736084,-5.314706195798129,-5.311441097275565,-5.30833565009794,-5.330013674454526,-5.305973889236735,-5.30423686650469,-5.301147942510458,-5.297231479487008,-3.3835340225768724,0
71,-39.88994891251961,0.2705873795178199,-41.07169329391396,-41.06832832989575,0.0,-41.06507300326782,-41.06197685017501,-41.05962215766967,-41.04218604937334,-41.057890333556585,-41.05481065419605,-41.0509059124924,-41.04568113561864,-39.12996631893984,1
72,-38.011899946323695,0.4122881010474799,-40.547569923874,-40.54432366792137,0.0,-40.5412361419811,-40.53888801061496,-40.53716101207424,-40.50009577969756,-40.53408991396367,-40.530196052472114,-40.5249858339699,-40.51804351216196,-38.61445676435036,0
73,-38.29852511294814,1.6525523294358435,-37.96600644640575,-37.96292747521266,0.0,-37.96058584991984,-37.95886363645176,-37.95580104757103,-37.89582923241609,-37.95191797497688,-37.94672219266171,-37.93979910625746,-37.93504424033034,-36.0489354500272,0
74,-30.45061352063404,1.523567649703102,-29.270153156403232,-29.267819340735308,13.56349277496338,-29.26610287107313,-29.263050496324624,-29.25918037428259,-29.22873053761706,-29.25400192057719,-29.247101923566483,-29.242362915735637,-29.237015064747265,-27.378292991564887,0
75,-28.590245676103372,1.3278673938872458,-27.47300025811209,-27.47128930876761,0.0,-27.46824675072528,-27.464389075336776,-27.459227275994827,-27.421042871407472,-27.452349469982558,-27.447625703218502,-27.442295051390172,-27.43651746366569,-25.59700660716987,0
76,-26.386217293225062,1.7014687295227642,-26.052162567839854,-26.04912928809433,0.0,-26.04528337670729,-26.04013731829968,-26.03328048619315,-25.989803419132844,-26.028571124580772,-26.023256728603336,-26.01749675966312,-26.012840109051066,-24.187342840703405,0
77,-41.65681492803833,0.8500664412766081,-42.04893240764531,-42.04509539511841,0.0,-42.03996124391548,-42.03312027748649,-42.02842181262813,-41.98914438021723,-42.023119713363165,-42.0173730721242,-42.01272719630084,-42.0074438753385,-40.197987399362525,1
78,-52.73836117139263,0.8099665225715234,-53.72488435478641,-53.71975892596132,0.0,-53.71292958160802,-53.708239098942656,-53.702946007381456,-53.65017564867812,-53.69720912907587,-53.69257114610232,-53.6872968009414,-53.68258427875865,-51.869797924136456,1
79,-28.604311364571863,1.1353902282824664,-27.40961491147844,-27.402806137248447,13.42920207977295,-27.39812978241172,-27.39285263374934,-27.387133035037223,-27.35622074863947,-27.382509021762168,-27.37725056303553,-27.37255223506489,-27.36979786897894,-25.562269720869505,0
80,-21.470091830897356,1.0507532995657476,-18.63855150029949,-18.63389293631516,13.268051147460938,-18.62863586418165,-18.622938025267494,-18.618331603715166,-18.618391483421043,-18.6130931504129,-18.608412696889847,-18.60566880958965,-18.603549901674803,-16.825182551706472,0
81,-14.375167055492472,1.4091595442599345,-11.363777674734331,-11.358547228450936,13.026325225830078,-11.352878247768324,-11.348295156671934,-11.34308323491972,-11.36614590445739,-11.338426486807355,-11.335696496659438,-11.333588320521343,-11.330436060827491,-9.56680501587737,0
82,-10.97783538133033,1.2404648075023466,-6.78448540536405,-6.778854425445579,12.71297550201416,-6.774302056091516,-6.769125071309512,-6.764499538683064,-6.796392907091511,-6.761787848423173,-6.759693803979766,-6.756562674764889,-6.755184412645759,-5.0182406110530415,0
83,-26.339526967289117,0.4379484547752363,-27.033675979641917,-27.02854923330876,12.802504539489746,-27.023968587734142,-27.021283212234323,-27.019209488798044,-27.04445934270857,-27.016108744658947,-27.014743857458598,-27.012539169542386,-27.01014039850269,-25.27697506610889,0
84,-24.219970796769594,1.101298819670883,-22.135706146108767,-22.13115090210444,12.677166938781738,-22.1284804181201,-22.126418194336164,-22.12333464510309,-22.151603352747905,-22.121977326765595,-22.11978486475382,-22.117399395889592,-22.1159924068266,-20.40578822229795,0
85,-33.87957586618876,1.0291736348162532,-33.590258270044984,-33.58759970491989,0.0,-33.585546685218496,-33.58247689843054,-33.58112563805344,-33.607523388487714,-33.57894296140128,-33.576568139321594,-33.575167429908554,-33.573890726002126,-31.867480375583565,1
86,-25.996830633937023,1.6378351427998172,-25.565930802575974,-25.563888150481294,12.623448371887209,-25.56083386590313,-25.559489429296963,-25.557317775010095,-25.591877049553855,-25.554954945616764,-25.55356130968884,-25.552291053048357,-25.54876305017192,-23.857305144442748,0
87,-29.404659090510748,0.397370420125001,-28.41820799221317,-28.41516742670344,0.0,-28.41382902896409,-28.411667129195187,-28.4093149130297,-28.414303398274853,-28.40792753695942,-28.40666298598824,-28.403150830002183,-28.40000115679693,-26.70037402444269,1
88,-53.77129189036542,0.210708686115395,-55.610210520737375,-55.6088756380888,0.0,-55.606719416208975,-55.6043733777686,-55.602989645422944,-55.59028909918474,-55.60172841559563,-55.59822548373384,-55.59508408264895,-55.59214685422216,-53.87302749822861,1
89,-58.47945019854389,0.0094136947651981,-60.59974699980319,-60.59759514218416,0.0,-60.59525385219926,-60.593872920571336,-60.5926142435128,-60.57410562783999,-60.589118401695096,-60.585983358904656,-60.58305207552044,-60.57855688107215,-58.86575961229509,1
90,-42.00445249498535,1.098329229594437,-41.09567164355045,-41.09333741796369,12.73983383178711,-41.09196065303484,-41.09070577379541,-41.08722048001687,-41.06197325697477,-41.084094896622986,-41.08117245783,-41.07669082677775,-41.07212502238454,-39.37735150625986,0
91,-60.95838080616908,0.7346264894318582,-61.23130137894197,-61.22992644015347,0.0,-61.228673225385286,-61.22519255449876,-61.22207111687722,-61.17643429159227,-61.21915255440568,-61.214676867786736,-61.21011711947433,-61.20296725343305,-59.51208987924065,1
92,-46.64101789087923,1.2337743544874278,-47.19952332829504,-47.1982727928231,12.811457633972168,-47.19479956339725,-47.19168479921773,-47.18877247645359,-47.11913054596001,-47.184306358577885,-47.17975635872746,-47.17262177866085,-47.16758477676123,-45.47883199682915,0
93,-43.514805177883126,1.1521881668381202,-42.05990316347727,-42.05643799453912,0.0,-42.053330458940046,-42.050424894940974,-42.045969141796114,-42.00146225560741,-42.041429701345386,-42.03431167883595,-42.029286366544696,-42.02245547774668,-40.35185328136004,0
94,-54.682311059594845,0.5593765060029292,-55.09688334371125,-55.09378005593961,0.0,-55.0908784636841,-55.08642880130469,-55.08189556601529,-55.004643295902994,-55.0747872734447,-55.06976883047442,-55.06294727911952,-55.05768805443483,-53.38348386529291,1
95,-54.25949418209366,0.8463497480374591,-55.09503415153497,-55.09213616995542,0.0,-55.08769204463552,-55.08316445040186,-55.07606500323022,-55.01706143632329,-55.07105280509719,-55.06423974232693,-55.05898706210282,-55.05347965701439,-53.39103579271487,0
96,-28.64427302155453,1.212914240145737,-26.131773438676447,-26.127275332016133,0.0,-26.120222122527977,-26.11524256812413,-26.108473877856746,-26.097431938471665,-26.103255407587262,-26.097783871440058,-26.09482058856864,-26.09107706461401,-24.443790748826125,1
97,-15.15646801194876,0.4663455180936284,-13.075043302252816,-13.070099807130116,12.283242225646973,-13.063380132112997,-13.058199451226129,-13.05276753702985,-13.027051445990406,-13.049825712674895,-13.046109297327142,-13.0402864488924,-13.034725923920387,-11.40177661008687,0
98,-13.761018228949194,1.5251107919719489,-11.249119809607697,-11.242430008124993,0.0,-11.23727235889492,-11.231864593258695,-11.228935847317638,-11.204510739321636,-11.225235953968571,-11.219438992062964,-11.213903187413546,-11.208678428895144,-9.589476380850549,0
99,-8.918834626971778,0.3216551123239415,-5.117215977238501,-5.112094033104775,11.817696571350098,-5.106723704057283,-5.10381523308091,-5.100140953154277,-5.105491079345317,-5.09438412214438,-5.08888664046528,-5.083698051623791,-5.082454740000359,-3.472018186212461,0
100,-32.4184856589435,0.1746520924240118,-30.795057511777973,-30.789713302273856,0.0,-30.786818977159527,-30.783162567741957,-30.77743373609596,-30.8045268426818,-30.771962992389504,-30.76679963916581,-30.765562374607956,-30.765762372088904,-29.152998660414543,1
101,-21.054740682961448,0.010965541281843,-20.28679965616461,-20.283924340275146,11.728169441223145,-20.280291945267177,-20.274600739196977,-20.26916592600737,-20.333228176289676,-20.26403648443445,-20.262807345929907,-20.263006029875942,-20.26394819097229,-18.660563797817296,0
102,-35.29297066496068,1.0670406896120843,-33.944540171252,-33.94092607641772,0.0,-33.93526354290634,-33.9298561105564,-33.924752511346846,-33.98553007075823,-33.92352956529881,-33.92372724826596,-33.924664662711216,-33.928940107234055,-32.31906005678848,1
103,-29.083563047044265,1.5015279044756058,-29.45878151643451,-29.45314873730434,0.0,-29.447769718879567,-29.44269293707181,-29.441476417123123,-29.53916611458144,-29.44167306134421,-29.442605550046128,-29.446858528793552,-29.45405298839064,-27.84600469182409,0
104,-52.34924970740179,0.0654729845702624,-53.84948336803458,-53.84411961376767,0.0,-53.83905723845432,-53.83784417065081,-53.83804025685031,-53.94371905020394,-53.83897009940871,-53.84321100938562,-53.85038505310786,-53.85549953667844,-52.235610606730425,1
105,-42.627028246638034,1.3904220701718462,-43.75677653703855,-43.75173224501919,11.90722370147705,-43.75052351041114,-43.750718896171776,-43.75164541724267,-43.85047655623929,-43.75587117827919,-43.76301959562375,-43.76811580976461,-43.7717244047367,-42.16561609620016,0
